_object,Pos F1,Pos F2,Pos F3,Volume
"<PK:noesy_HSQC_SilB41_1ag_ref.1.989: @(5.328, 56.61, 5.336)>",5.32788346153611,56.6146214990396,5.33578697427546,14467969638102.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.990: @(5.323, 56.77, 4.406)>",5.32255331448338,56.7695881978333,4.40620764548237,532571745787.257
"<PK:noesy_HSQC_SilB41_1ag_ref.1.992: @(5.331, 56.61, 6.793)>",5.33088605139989,56.6110921280911,6.79325895711378,1729381688602.36
"<PK:noesy_HSQC_SilB41_1ag_ref.1.993: @(5.327, 56.56, 7.268)>",5.32661691541796,56.5590759513218,7.26772731477401,3872994942076.77
"<PK:noesy_HSQC_SilB41_1ag_ref.1.995: @(5.326, 56.56, 10.782)>",5.32576234742526,56.5611298806132,10.7817340261366,2004091181018.86
"<PK:noesy_HSQC_SilB41_1ag_ref.1.996: @(4.528, 58.04, 9.093)>",4.52762037214066,58.0442552847491,9.09298566981423,1246391429491.07
"<PK:noesy_HSQC_SilB41_1ag_ref.1.997: @(4.525, 57.88, 4.598)>",4.52499385072572,57.8760501648142,4.59820323572054,44023753148760.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.998: @(4.525, 57.98, 3.604)>",4.52535277764438,57.978630931856,3.60360106589791,11831016712907.8
"<PK:noesy_HSQC_SilB41_1ag_ref.1.999: @(4.521, 58.04, 1.906)>",4.52112937636246,58.044641738344,1.90552429407432,5738839808639.39
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1000: @(4.529, 57.95, 1.609)>",4.52911283500364,57.9519596700184,1.60859703584426,4008006048423.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1001: @(4.527, 57.95, 0.733)>",4.52669891037162,57.9546731944887,0.733377262046585,2690754450859.09
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1002: @(4.526, 58.02, 0.43)>",4.52601795263282,58.0176985276804,0.430338421175994,2305373535071.83
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1003: @(4.463, 58.3, 2.503)>",4.46317898435761,58.2970233692429,2.50312737052587,5185656359880.81
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1004: @(4.465, 56.72, 3.204)>",4.46503601830163,56.7187588152829,3.20430626174018,6726481891699.63
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1005: @(4.458, 56.04, 3.448)>",4.45796889987473,56.0370761435371,3.44795429946265,4264669684034.08
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1006: @(4.465, 57.12, 4.472)>",4.46505786330046,57.1188050804449,4.47189148063934,53606619641148.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1007: @(4.463, 55.93, 6.616)>",4.46264111658726,55.9306582739807,6.61598376044454,1425162596723.4
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1008: @(4.467, 55.89, 6.816)>",4.46676417720467,55.8935945116113,6.81622233627178,1149078997008.17
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1009: @(4.465, 57.29, 7.181)>",4.4650543095686,57.2866130119628,7.18134821756295,8235032097646.66
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1010: @(4.461, 58.41, 8.054)>",4.46099762011989,58.4107361467819,8.054096266325,2789045548349.06
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1011: @(4.465, 55.87, 9.627)>",4.46530066680426,55.8735907670436,9.62680950234695,2116809722650.95
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1012: @(4.139, 57.57, 8.897)>",4.13886865426271,57.5687825813766,8.89718068805675,323859999360.034
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1013: @(4.14, 52.6, 8.508)>",4.13978102265902,52.6017541641267,8.50842353505947,25492014632187.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1014: @(4.145, 56.59, 8.075)>",4.14466206194751,56.5862767977154,8.07524415884538,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1015: @(4.144, 55.1, 4.143)>",4.14426969957272,55.1029021071557,4.14252659409153,227588932268631
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1016: @(4.146, 56.12, 1.965)>",4.14554998373889,56.1196472022211,1.96535325145744,5295605223596.07
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1017: @(4.134, 66.9, 1.57)>",4.13395447021859,66.8953773039941,1.5695762237628,57125313099189.7
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1018: @(4.15, 52.55, 0.421)>",4.14970941784719,52.5492501493318,0.420775955848699,4090035401058.06
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1019: @(3.959, 55.39, 3.966)>",3.95888823146981,55.3883636886741,3.96602234819457,81766077406482.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1020: @(3.96, 56.24, 8.677)>",3.95978032269018,56.2385794888072,8.67696930295985,1014950466736.29
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1021: @(3.954, 55.46, 1.265)>",3.95373751521343,55.4563830996491,1.26499297283104,6709022467958.29
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1022: @(3.957, 56.09, 0.973)>",3.95710781180401,56.0882132576539,0.973361193170228,2280134500252.71
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1023: @(3.958, 56.18, 0.619)>",3.9581355719645,56.1756543472883,0.618562456687102,8098264584940.13
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1024: @(4.138, 55.48, 1.199)>",4.13822312932106,55.4804923172836,1.19891530056589,15123979202101.6
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1025: @(4.097, 55.49, 4.113)>",4.09670602964547,55.4907762768366,4.11316189862424,None
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1026: @(4.059, 55.42, 8.081)>",4.05943302651385,55.4224324356831,8.08099927082311,2262321239424.42
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1027: @(4.066, 55.4, 8.336)>",4.06612585335784,55.3954963815675,8.33616746204598,11669736209783.1
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1029: @(4.033, 54.52, 9.167)>",4.03315725569042,54.5220134509542,9.16737635709055,7774231343592.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1030: @(4.342, 55.21, 9.311)>",4.34227600917931,55.208635333615,9.31100649277916,49815515932976.2
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1032: @(4.397, 55.25, 7.266)>",4.39729917134028,55.2540841847871,7.26558211498412,3753318453532.69
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1033: @(4.392, 55.22, 7.119)>",4.39157504999487,55.2150738413472,7.11857802445154,19853074450744.5
"<PK:noesy_HSQC_SilB41_1ag_ref.1.1037: @(4.384, 54.99, 1.033)>",4.38437393497225,54.9939031092679,1.03332059341721,9840001505843.4
